Chromosome	WindowPosition	Coverage
Chr03	73500000	0
Chr03	73750000	0.000126
Chr03	74000000	0.000126
Chr03	74250000	0.000196
Chr03	74500000	0.000196
Chr03	74750000	7e-05
Chr03	75000000	0.000138
Chr03	75250000	6.8e-05
Chr03	75500000	6.8e-05
Chr03	75750000	6.8e-05
Chr03	76000000	0
Chr03	76250000	3.6e-05
Chr03	76500000	3.6e-05
Chr03	76750000	3.6e-05
Chr03	77000000	3.6e-05
Chr03	77250000	0
Chr03	77500000	0.000319
Chr03	77750000	0.000319
Chr03	78000000	0.000413
Chr03	78250000	0.000588
Chr03	78500000	0.000383
Chr03	78750000	0.000383
Chr03	79000000	0.000289
Chr03	79250000	0.000114
Chr03	79500000	0
Chr03	79750000	0
Chr03	80000000	0
Chr03	80250000	0
Chr03	80500000	0
Chr03	80750000	0
Chr03	81000000	0
Chr03	81250000	0.001014
Chr03	81500000	0.001592
Chr03	81750000	0.001592
Chr03	82000000	0.001592
Chr03	82250000	0.000657
Chr03	82500000	7.9e-05
Chr03	82750000	7.9e-05
Chr03	83000000	0.00039
Chr03	83250000	0.000311
Chr03	83500000	0.000311
Chr03	83750000	0.000311
Chr03	84000000	5e-05
Chr03	84250000	5e-05
Chr03	84500000	0.000323
Chr03	84750000	0.000606
Chr03	85000000	0.000903
Chr03	85250000	0.000943
Chr03	85500000	0.001126
Chr03	85750000	0.000843
Chr03	86000000	0.001151
Chr03	86250000	0.001164
Chr03	86500000	0.000708
Chr03	86750000	0.000708
Chr03	87000000	5.3e-05
Chr03	87250000	0.000111
Chr03	87500000	0.00091
Chr03	87750000	0.001057
Chr03	88000000	0.001171
Chr03	88250000	0.00123
Chr03	88500000	0.000431
Chr03	88750000	0.000284
Chr03	89000000	0.00017
Chr03	89250000	0
Chr03	89500000	4.9e-05
Chr04	500000	0.000429
Chr04	750000	0.000429
Chr04	1000000	0.000218
Chr04	1250000	0.000218
Chr04	1500000	0.000613
Chr04	1750000	0.000787
Chr04	2000000	0.000569
Chr04	2250000	0.000569
Chr04	2500000	0.000174
Chr04	2750000	0
Chr04	3000000	0
Chr04	3250000	0
Chr04	3500000	0
Chr04	3750000	0
Chr04	4000000	0
Chr04	4250000	0
Chr04	4500000	0.000158
Chr04	4750000	0.000158
Chr04	5000000	0.000242
Chr04	5250000	0.000242
Chr04	5500000	8.4e-05
Chr04	5750000	8.4e-05
Chr04	6000000	0.000405
Chr04	6250000	0.000405
Chr04	6500000	0.000607
Chr04	6750000	0.000607
Chr04	7000000	0.000202
Chr04	7250000	0.000202
Chr04	7500000	0.000227
Chr04	7750000	0.000227
Chr04	8000000	0.000227
Chr04	8250000	0.000227
Chr04	8500000	0.000176
Chr04	8750000	0.000176
Chr04	9000000	0.000176
Chr04	9250000	0.000254
Chr04	9500000	7.8e-05
Chr04	9750000	0.000131
Chr04	10000000	0.000282
Chr04	10250000	0.000204
Chr04	10500000	0.000204
Chr04	10750000	0.000997
Chr04	11000000	0.000846
Chr04	11250000	0.000846
Chr04	11500000	0.000846
Chr04	11750000	0.0002
Chr04	12000000	0.0002
Chr04	12250000	0.000653
Chr04	12500000	0.000653
Chr04	12750000	0.000453
Chr04	13000000	0.000718
Chr04	13250000	0.000265
Chr04	13500000	0.000265
Chr04	13750000	0.000265
Chr04	14000000	0
Chr04	14250000	0.001162
Chr04	14500000	0.001162
Chr04	14750000	0.001162
Chr04	15000000	0.001162
Chr04	15250000	0
Chr04	15500000	0.000241
Chr04	15750000	0.000241
Chr04	16000000	0.000241
Chr04	16250000	0.000569
Chr04	16500000	0.00047
Chr04	16750000	0.00047
Chr04	17000000	0.0006
Chr04	17250000	0.000272
Chr04	17500000	0.00013
Chr04	17750000	0.00013
Chr04	18000000	0
Chr04	18250000	0
Chr04	18500000	0
Chr04	18750000	0
Chr04	19000000	0.000302
Chr04	19250000	0.000382
Chr04	19500000	0.000382
Chr04	19750000	0.000382
Chr04	20000000	8e-05
Chr04	20250000	0.000105
Chr04	20500000	0.000377
Chr04	20750000	0.000377
Chr04	21000000	0.000377
Chr04	21250000	0.00041
Chr04	21500000	0.000138
Chr04	21750000	0.000211
Chr04	22000000	0.000211
Chr04	22250000	7.3e-05
Chr04	22500000	7.3e-05
Chr04	22750000	0.000201
Chr04	23000000	0.000332
Chr04	23250000	0.000332
Chr04	23500000	0.000595
Chr04	23750000	0.000394
Chr04	24000000	0.000538
Chr04	24250000	0.000538
Chr04	24500000	0.000275
Chr04	24750000	0.000275
Chr04	25000000	0.002038
Chr04	25250000	0.002038
Chr04	25500000	0.002038
Chr04	25750000	0.002038
Chr04	26000000	0
Chr04	26250000	0.000121
Chr04	26500000	0.000174
Chr04	26750000	0.000301
Chr04	27000000	0.000301
Chr04	27250000	0.00018
Chr04	27500000	0.000127
Chr04	27750000	0
Chr04	28000000	0
Chr04	28250000	0
Chr04	28500000	0
Chr04	28750000	0
Chr04	29000000	0
Chr04	29250000	0
Chr04	29500000	0
Chr04	29750000	0
Chr04	30000000	0
Chr04	30250000	0
Chr04	30500000	0
Chr04	30750000	0
Chr04	31000000	0
Chr04	31250000	0
Chr04	31500000	0
Chr04	31750000	0
Chr04	32000000	0
Chr04	32250000	0
Chr04	32500000	0
Chr04	32750000	7.4e-05
Chr04	33000000	7.4e-05
Chr04	33250000	7.4e-05
Chr04	33500000	7.4e-05
Chr04	33750000	0.000213
Chr04	34000000	0.000213
Chr04	34250000	0.000213
Chr04	34500000	0.000213
Chr04	34750000	0.000149
Chr04	35000000	0.000149
Chr04	35250000	0.000149
Chr04	35500000	0.000287
Chr04	35750000	0.000138
Chr04	36000000	0.000138
Chr04	36250000	0.000138
Chr04	36500000	0
Chr04	36750000	0
Chr04	37000000	0
Chr04	37250000	0
Chr04	37500000	0
Chr04	37750000	0
Chr04	38000000	0
Chr04	38250000	0
Chr04	38500000	0
Chr04	38750000	0
Chr04	39000000	0
Chr04	39250000	0
Chr04	39500000	0
Chr04	39750000	0
Chr04	40000000	0
Chr04	40250000	0.000121
Chr04	40500000	0.000121
Chr04	40750000	0.000121
Chr04	41000000	0.000121
Chr04	41250000	0
Chr04	41500000	0
Chr04	41750000	0
Chr04	42000000	0
Chr04	42250000	0
Chr04	42500000	0
Chr04	42750000	0
Chr04	43000000	0
Chr04	43250000	0
Chr04	43500000	0
Chr04	43750000	0
Chr04	44000000	0.000113
Chr04	44250000	0.000113
Chr04	44500000	0.000113
Chr04	44750000	0.000113
Chr04	45000000	0
Chr04	45250000	0
Chr04	45500000	0
Chr04	45750000	0
Chr04	46000000	0
Chr04	46250000	0
Chr04	46500000	0
Chr04	46750000	0
Chr04	47000000	0
Chr04	47250000	0
Chr04	47500000	0
Chr04	47750000	0
Chr04	48000000	0
Chr04	48250000	0
Chr04	48500000	0
Chr04	48750000	0
Chr04	49000000	0
Chr04	49250000	0
Chr04	49500000	0
Chr04	49750000	0
Chr04	50000000	0
Chr04	50250000	0
Chr04	50500000	0
Chr04	50750000	0.00029
Chr04	51000000	0.00029
Chr04	51250000	0.00029
Chr04	51500000	0.002719
Chr04	51750000	0.002429
Chr04	52000000	0.002429
Chr04	52250000	0.002429
Chr04	52500000	0
Chr04	52750000	0
Chr04	53000000	0
Chr04	53250000	0
Chr04	53500000	0
Chr04	53750000	0
Chr04	54000000	0
Chr04	54250000	0
Chr04	54500000	0
Chr04	54750000	0
Chr04	55000000	0
Chr04	55250000	0
Chr04	55500000	0
Chr04	55750000	0
Chr04	56000000	0
Chr04	56250000	0
Chr04	56500000	0
Chr04	56750000	0
Chr04	57000000	0
Chr04	57250000	0
Chr04	57500000	9.3e-05
Chr04	57750000	9.3e-05
Chr04	58000000	9.3e-05
Chr04	58250000	9.3e-05
Chr04	58500000	0
Chr04	58750000	0
Chr04	59000000	0
Chr04	59250000	0.000133
Chr04	59500000	0.000133
Chr04	59750000	0.000133
Chr04	60000000	0.000133
Chr04	60250000	0
Chr04	60500000	0
Chr04	60750000	0
Chr04	61000000	0
Chr04	61250000	0
Chr04	61500000	0
Chr04	61750000	0
Chr04	62000000	0
Chr04	62250000	0
Chr04	62500000	0
Chr04	62750000	0
Chr04	63000000	0
Chr04	63250000	0.000109
Chr04	63500000	0.000109
Chr04	63750000	0.000109
Chr04	64000000	0.000109
Chr04	64250000	0
Chr04	64500000	0
Chr04	64750000	0
Chr04	65000000	0
Chr04	65250000	0
Chr04	65500000	0
Chr04	65750000	0
Chr04	66000000	0
Chr04	66250000	0.00013
Chr04	66500000	0.000379
Chr04	66750000	0.000379
Chr04	67000000	0.000379
Chr04	67250000	0.000249
Chr04	67500000	0
Chr04	67750000	0
Chr04	68000000	0
Chr04	68250000	0.000192
Chr04	68500000	0.000192
Chr04	68750000	0.000192
Chr04	69000000	0.000368
Chr04	69250000	0.000176
Chr04	69500000	0.000176
Chr04	69750000	0.000244
Chr04	70000000	6.8e-05
Chr04	70250000	0.000117
Chr04	70500000	0.000117
Chr04	70750000	4.9e-05
Chr04	71000000	4.9e-05
Chr04	71250000	0
Chr04	71500000	0
Chr04	71750000	0
Chr04	72000000	0
Chr04	72250000	0
Chr04	72500000	0.000125
Chr04	72750000	0.000125
Chr04	73000000	0.000125
Chr04	73250000	0.000125
Chr04	73500000	0
Chr04	73750000	0
Chr04	74000000	0
Chr04	74250000	0
Chr04	74500000	0
Chr04	74750000	0.000122
Chr04	75000000	0.000122
Chr04	75250000	0.000122
Chr04	75500000	0.000332
Chr04	75750000	0.00021
Chr04	76000000	0.00021
Chr04	76250000	0.00021
Chr04	76500000	0
Chr04	76750000	0
Chr04	77000000	0
Chr04	77250000	7e-05
Chr04	77500000	7e-05
Chr04	77750000	7e-05
Chr04	78000000	7e-05
Chr04	78250000	0.000148
Chr04	78500000	0.000148
Chr04	78750000	0.000148
Chr04	79000000	0.000374
Chr04	79250000	0.000226
Chr04	79500000	0.000226
Chr04	79750000	0.000226
Chr04	80000000	0
Chr04	80250000	0
Chr04	80500000	0
Chr04	80750000	0
Chr04	81000000	0
Chr04	81250000	0
Chr04	81500000	0
Chr04	81750000	0
Chr04	82000000	0.000163
Chr04	82250000	0.00034
Chr04	82500000	0.00034
Chr04	82750000	0.00034
Chr04	83000000	0.000177
Chr04	83250000	0
Chr04	83500000	0
Chr04	83750000	0
Chr04	84000000	0.000309
Chr04	84250000	0.000347
Chr04	84500000	0.000615
Chr04	84750000	0.000615
Chr04	85000000	0.000306
Chr04	85250000	0.000268
Chr04	85500000	0.000387
Chr04	85750000	0.000425
Chr04	86000000	0.000791
Chr04	86250000	0.000791
Chr04	86500000	0.000567
Chr04	86750000	0.000529
Chr04	87000000	0.000163
Chr04	87250000	0.000163
Chr04	87500000	0
Chr04	87750000	0
Chr04	88000000	0
Chr04	88250000	0
Chr04	88500000	0.000241
Chr04	88750000	0.000325
Chr05	500000	6.1e-05
Chr05	750000	6.1e-05
Chr05	1000000	6.1e-05
Chr05	1250000	0.000451
Chr05	1500000	0.001249
Chr05	1750000	0.001249
Chr05	2000000	0.002696
Chr05	2250000	0.002306
Chr05	2500000	0.001542
Chr05	2750000	0.001542
Chr05	3000000	9.5e-05
Chr05	3250000	9.5e-05
Chr05	3500000	0.000374
Chr05	3750000	0.000374
Chr05	4000000	0.000374
Chr05	4250000	0.000374
Chr05	4500000	0
Chr05	4750000	0
Chr05	5000000	0
Chr05	5250000	0
Chr05	5500000	0
Chr05	5750000	0
Chr05	6000000	8.5e-05
Chr05	6250000	8.5e-05
Chr05	6500000	8.5e-05
Chr05	6750000	0.000159
Chr05	7000000	7.4e-05
Chr05	7250000	7.4e-05
Chr05	7500000	7.4e-05
Chr05	7750000	0
Chr05	8000000	0
Chr05	8250000	4.1e-05
Chr05	8500000	4.1e-05
Chr05	8750000	0.000296
Chr05	9000000	0.000296
Chr05	9250000	0.001105
Chr05	9500000	0.001105
Chr05	9750000	0.00085
Chr05	10000000	0.001187
Chr05	10250000	0.000546
Chr05	10500000	0.000764
Chr05	10750000	0.000764
Chr05	11000000	0.000427
Chr05	11250000	0.000218
Chr05	11500000	0.000201
Chr05	11750000	0.000201
Chr05	12000000	0.00033
Chr05	12250000	0.00033
Chr05	12500000	0.000129
Chr05	12750000	0.000322
Chr05	13000000	0.000193
Chr05	13250000	0.000193
Chr05	13500000	0.000193
Chr05	13750000	0
Chr05	14000000	9.3e-05
Chr05	14250000	9.3e-05
Chr05	14500000	9.3e-05
Chr05	14750000	0.000321
Chr05	15000000	0.000228
Chr05	15250000	0.000313
Chr05	15500000	0.000518
Chr05	15750000	0.00029
Chr05	16000000	0.00029
Chr05	16250000	0.000342
Chr05	16500000	0.000137
Chr05	16750000	0.000137
Chr05	17000000	0.000137
Chr05	17250000	0
Chr05	17500000	0
Chr05	17750000	0
Chr05	18000000	0
Chr05	18250000	9.6e-05
Chr05	18500000	9.6e-05
Chr05	18750000	9.6e-05
Chr05	19000000	9.6e-05
Chr05	19250000	0
Chr05	19500000	0
Chr05	19750000	0
Chr05	20000000	0
Chr05	20250000	0
Chr05	20500000	0.000117
Chr05	20750000	0.000117
Chr05	21000000	0.000117
Chr05	21250000	0.000117
Chr05	21500000	0
Chr05	21750000	0
Chr05	22000000	0
Chr05	22250000	0
Chr05	22500000	0
Chr05	22750000	0
Chr05	23000000	0
Chr05	23250000	0
Chr05	23500000	0
Chr05	23750000	0
Chr05	24000000	0
Chr05	24250000	0
Chr05	24500000	0
Chr05	24750000	0
Chr05	25000000	0
Chr05	25250000	0.000277
Chr05	25500000	0.000277
Chr05	25750000	0.000277
Chr05	26000000	0.000277
Chr05	26250000	0
Chr05	26500000	0
Chr05	26750000	0
Chr05	27000000	0
Chr05	27250000	0
Chr05	27500000	0
Chr05	27750000	0
Chr05	28000000	0
Chr05	28250000	0
Chr05	28500000	0
Chr05	28750000	6.2e-05
Chr05	29000000	0.000454
Chr05	29250000	0.000454
Chr05	29500000	0.000454
Chr05	29750000	0.000392
Chr05	30000000	0
Chr05	30250000	0
Chr05	30500000	0
Chr05	30750000	0.000604
Chr05	31000000	0.000604
Chr05	31250000	0.000656
Chr05	31500000	0.000656
Chr05	31750000	5.2e-05
Chr05	32000000	5.2e-05
Chr05	32250000	0
Chr05	32500000	0.00013
Chr05	32750000	0.00013
Chr05	33000000	0.00013
Chr05	33250000	0.000183
Chr05	33500000	5.3e-05
Chr05	33750000	0.000321
Chr05	34000000	0.000321
Chr05	34250000	0.000268
Chr05	34500000	0.000268
Chr05	34750000	0
Chr05	35000000	0
Chr05	35250000	0
Chr05	35500000	0
Chr05	35750000	0
Chr05	36000000	0
Chr05	36250000	0
Chr05	36500000	0
Chr05	36750000	0
Chr05	37000000	0
Chr05	37250000	0
Chr05	37500000	0
Chr05	37750000	0.000445
Chr05	38000000	0.000445
Chr05	38250000	0.000445
Chr05	38500000	0.000445
Chr05	38750000	0
Chr05	39000000	0
Chr05	39250000	0
Chr05	39500000	0
Chr05	39750000	0
Chr05	40000000	0
Chr05	40250000	0
Chr05	40500000	0
Chr05	40750000	0
Chr05	41000000	0
Chr05	41250000	0
Chr05	41500000	0
Chr05	41750000	0
Chr05	42000000	0
Chr05	42250000	0
Chr05	42500000	0
Chr05	42750000	0
Chr05	43000000	0
Chr05	43250000	0
Chr05	43500000	0
Chr05	43750000	0
Chr05	44000000	0
Chr05	44250000	0
Chr05	44500000	0
Chr05	44750000	0
Chr05	45000000	0
Chr05	45250000	0.00013
Chr05	45500000	0.00013
Chr05	45750000	0.00013
Chr05	46000000	0.00013
Chr05	46250000	0
Chr05	46500000	0
Chr05	46750000	0
Chr05	47000000	0
Chr05	47250000	0
Chr05	47500000	5e-05
Chr05	47750000	5e-05
Chr05	48000000	5e-05
Chr05	48250000	5e-05
Chr05	48500000	0
Chr05	48750000	0
Chr05	49000000	0
Chr05	49250000	0
Chr05	49500000	0
Chr05	49750000	0
Chr05	50000000	0
Chr05	50250000	0
Chr05	50500000	0
Chr05	50750000	0
Chr05	51000000	0
Chr05	51250000	0
Chr05	51500000	0
Chr05	51750000	0
Chr05	52000000	0
Chr05	52250000	0
Chr05	52500000	0
Chr05	52750000	0
Chr05	53000000	0.000259
Chr05	53250000	0.000259
Chr05	53500000	0.000259
Chr05	53750000	0.000259
Chr05	54000000	0
Chr05	54250000	0
Chr05	54500000	0
Chr05	54750000	0
Chr05	55000000	0
Chr05	55250000	0.000227
Chr05	55500000	0.000227
Chr05	55750000	0.000227
Chr05	56000000	0.000227
Chr05	56250000	0
Chr05	56500000	0
Chr05	56750000	0
Chr05	57000000	0
Chr05	57250000	0
Chr05	57500000	0
Chr05	57750000	0
Chr05	58000000	5e-05
Chr05	58250000	5e-05
Chr05	58500000	5e-05
Chr05	58750000	5e-05
Chr05	59000000	0
Chr05	59250000	0
Chr05	59500000	0
Chr05	59750000	0
Chr05	60000000	0.000214
Chr05	60250000	0.000214
Chr05	60500000	0.000214
Chr05	60750000	0.000214
Chr05	61000000	0
Chr05	61250000	0
Chr05	61500000	0
Chr05	61750000	0
Chr05	62000000	0
Chr05	62250000	0
Chr05	62500000	0
Chr05	62750000	0
Chr05	63000000	0
Chr05	63250000	0
Chr05	63500000	0
Chr05	63750000	0
Chr05	64000000	0
Chr05	64250000	0
Chr05	64500000	0
Chr05	64750000	0
Chr05	65000000	0
Chr05	65250000	0
Chr05	65500000	0
Chr05	65750000	0
Chr05	66000000	0
Chr05	66250000	0
Chr05	66500000	0.000151
Chr05	66750000	0.000151
Chr05	67000000	0.000151
Chr05	67250000	0.000151
Chr05	67500000	0
Chr05	67750000	0
Chr05	68000000	0
Chr05	68250000	7.4e-05
Chr05	68500000	7.4e-05
Chr05	68750000	7.4e-05
Chr05	69000000	7.4e-05
Chr05	69250000	0
Chr05	69500000	0
Chr05	69750000	0
Chr05	70000000	0
Chr05	70250000	4.3e-05
Chr05	70500000	4.3e-05
Chr05	70750000	4.3e-05
Chr05	71000000	4.3e-05
Chr05	71250000	0
Chr05	71500000	0
Chr05	71750000	0
Chr05	72000000	0
Chr05	72250000	0
Chr05	72500000	0
Chr05	72750000	0.000744
Chr05	73000000	0.000744
Chr05	73250000	0.000744
Chr05	73500000	0.000744
Chr05	73750000	0
Chr05	74000000	0
Chr05	74250000	0.000166
Chr05	74500000	0.000166
Chr05	74750000	0.000292
Chr05	75000000	0.000292
Chr05	75250000	0.000126
Chr05	75500000	0.000126
Chr05	75750000	0
Chr05	76000000	0
Chr05	76250000	0
Chr05	76500000	0.000249
Chr05	76750000	0.000419
Chr05	77000000	0.000419
Chr05	77250000	0.000419
Chr05	77500000	0.000682
Chr05	77750000	0.000512
Chr05	78000000	0.000512
Chr05	78250000	0.000512
Chr05	78500000	0
Chr05	78750000	0
Chr05	79000000	0
Chr05	79250000	0
Chr05	79500000	0
Chr05	79750000	0
Chr05	80000000	0
Chr05	80250000	0.000207
Chr05	80500000	0.000207
Chr05	80750000	0.000207
Chr05	81000000	0.000207
Chr05	81250000	0
Chr05	81500000	0
Chr05	81750000	0.000142
Chr05	82000000	0.000193
Chr05	82250000	0.000193
Chr05	82500000	0.000346
Chr05	82750000	0.000402
Chr05	83000000	0.000401
Chr05	83250000	0.000401
Chr05	83500000	0.000248
Chr05	83750000	5e-05
Chr05	84000000	0.000916
Chr05	84250000	0.000958
Chr05	84500000	0.000958
Chr05	84750000	0.000958
Chr05	85000000	0.000256
Chr05	85250000	0.000214
Chr05	85500000	0.000214
Chr05	85750000	0.000214
Chr05	86000000	0
Chr05	86250000	0.000278
Chr05	86500000	0.000278
Chr05	86750000	0.000278
Chr05	87000000	0.000278
Chr05	87250000	0.000128
Chr05	87500000	0.000128
Chr05	87750000	0.000196
Chr05	88000000	0.000529
Chr06	500000	0
Chr06	750000	0
Chr06	1000000	0
Chr06	1250000	0.000302
Chr06	1500000	0.000302
Chr06	1750000	0.000302
Chr06	2000000	0.000493
Chr06	2250000	0.000273
Chr06	2500000	0.000273
Chr06	2750000	0.000273
Chr06	3000000	8.2e-05
Chr06	3250000	0
Chr06	3500000	0
Chr06	3750000	0.000209
Chr06	4000000	0.000209
Chr06	4250000	0.000266
Chr06	4500000	0.000342
Chr06	4750000	0.000133
Chr06	5000000	0.000133
Chr06	5250000	7.6e-05
Chr06	5500000	0
Chr06	5750000	0
Chr06	6000000	0
Chr06	6250000	0
Chr06	6500000	0.000111
Chr06	6750000	0.003546
Chr06	7000000	0.003607
Chr06	7250000	0.003663
Chr06	7500000	0.003552
Chr06	7750000	0.000117
Chr06	8000000	5.6e-05
Chr06	8250000	0
Chr06	8500000	0
Chr06	8750000	0.000369
Chr06	9000000	0.000369
Chr06	9250000	0.000881
Chr06	9500000	0.000881
Chr06	9750000	0.000512
Chr06	10000000	0.000632
Chr06	10250000	0.00012
Chr06	10500000	0.000271
Chr06	10750000	0.000271
Chr06	11000000	0.000151
Chr06	11250000	0.000151
Chr06	11500000	0
Chr06	11750000	0
Chr06	12000000	0
Chr06	12250000	0
Chr06	12500000	0
Chr06	12750000	0
Chr06	13000000	0
Chr06	13250000	0
Chr06	13500000	0
Chr06	13750000	0.000126
Chr06	14000000	0.000233
Chr06	14250000	0.000233
Chr06	14500000	0.000233
Chr06	14750000	0.000107
Chr06	15000000	0
Chr06	15250000	0
Chr06	15500000	0
Chr06	15750000	0
Chr06	16000000	0
Chr06	16250000	0
Chr06	16500000	0
Chr06	16750000	0
Chr06	17000000	0
Chr06	17250000	0
Chr06	17500000	0
Chr06	17750000	0
Chr06	18000000	0
Chr06	18250000	0
Chr06	18500000	0
Chr06	18750000	0
Chr06	19000000	0
Chr06	19250000	0
Chr06	19500000	0
Chr06	19750000	0
Chr06	20000000	0
Chr06	20250000	0
Chr06	20500000	0
Chr06	20750000	0
Chr06	21000000	0
Chr06	21250000	0
Chr06	21500000	0
Chr06	21750000	0
Chr06	22000000	0
Chr06	22250000	0
Chr06	22500000	0
Chr06	22750000	0
Chr06	23000000	0
Chr06	23250000	0
Chr06	23500000	0
Chr06	23750000	0
Chr06	24000000	0
Chr06	24250000	0
Chr06	24500000	0
Chr06	24750000	0
Chr06	25000000	0
Chr06	25250000	0
Chr06	25500000	0
Chr06	25750000	0
Chr06	26000000	0
Chr06	26250000	0
Chr06	26500000	0
Chr06	26750000	0
Chr06	27000000	0
Chr06	27250000	0
Chr06	27500000	0
Chr06	27750000	0.000534
Chr06	28000000	0.000534
Chr06	28250000	0.000534
Chr06	28500000	0.000534
Chr06	28750000	0
Chr06	29000000	0
Chr06	29250000	0
Chr06	29500000	0
Chr06	29750000	0
Chr06	30000000	0
Chr06	30250000	4.2e-05
Chr06	30500000	4.2e-05
Chr06	30750000	4.2e-05
Chr06	31000000	4.2e-05
Chr06	31250000	0
Chr06	31500000	0
Chr06	31750000	0
Chr06	32000000	0
Chr06	32250000	0
Chr06	32500000	0
Chr06	32750000	0
Chr06	33000000	0
Chr06	33250000	0
Chr06	33500000	0
Chr06	33750000	0
Chr06	34000000	0
Chr06	34250000	0
Chr06	34500000	0
Chr06	34750000	0
Chr06	35000000	0
Chr06	35250000	0
Chr06	35500000	0.000572
Chr06	35750000	0.000685
Chr06	36000000	0.000685
Chr06	36250000	0.000685
Chr06	36500000	0.000113
Chr06	36750000	0
Chr06	37000000	0
Chr06	37250000	0
Chr06	37500000	0
Chr06	37750000	0
Chr06	38000000	0
Chr06	38250000	0
Chr06	38500000	0
Chr06	38750000	0.000553
Chr06	39000000	0.000553
Chr06	39250000	0.000553
Chr06	39500000	0.000553
Chr06	39750000	0
Chr06	40000000	0
Chr06	40250000	0
Chr06	40500000	0
Chr06	40750000	0
Chr06	41000000	0
Chr06	41250000	0
Chr06	41500000	0
Chr06	41750000	0
Chr06	42000000	0
Chr06	42250000	0
Chr06	42500000	0
Chr06	42750000	0
Chr06	43000000	0
Chr06	43250000	0
Chr06	43500000	0
Chr06	43750000	0
Chr06	44000000	0
Chr06	44250000	0
Chr06	44500000	0
Chr06	44750000	0
Chr06	45000000	0
Chr06	45250000	0
Chr06	45500000	0
Chr06	45750000	0
Chr06	46000000	0
Chr06	46250000	0
Chr06	46500000	0.000105
Chr06	46750000	0.000105
Chr06	47000000	0.000105
Chr06	47250000	0.000105
Chr06	47500000	0
Chr06	47750000	0
Chr06	48000000	0
Chr06	48250000	0
Chr06	48500000	0
Chr06	48750000	0
Chr06	49000000	0
Chr06	49250000	0
Chr06	49500000	0
Chr06	49750000	0
Chr06	50000000	0
Chr06	50250000	0
Chr06	50500000	0
Chr06	50750000	0.000134
Chr06	51000000	0.000134
Chr06	51250000	0.000134
Chr06	51500000	0.000134
Chr06	51750000	0
Chr06	52000000	0
Chr06	52250000	0
Chr06	52500000	0
Chr06	52750000	0.00044
Chr06	53000000	0.00044
Chr06	53250000	0.00044
Chr06	53500000	0.00044
Chr06	53750000	0
Chr06	54000000	0.000229
Chr06	54250000	0.000229
Chr06	54500000	0.000229
Chr06	54750000	0.000229
Chr06	55000000	0
Chr06	55250000	0
Chr06	55500000	0
Chr06	55750000	0
Chr06	56000000	0
Chr06	56250000	0
Chr06	56500000	0
Chr06	56750000	0
Chr06	57000000	0
Chr06	57250000	0
Chr06	57500000	0
Chr06	57750000	0.000281
Chr06	58000000	0.000281
Chr06	58250000	0.000443
Chr06	58500000	0.000443
Chr06	58750000	0.000162
Chr06	59000000	0.000162
Chr06	59250000	0
Chr06	59500000	0
Chr06	59750000	0
Chr06	60000000	0
Chr06	60250000	0
Chr06	60500000	0
Chr06	60750000	0
Chr06	61000000	0
Chr06	61250000	0
Chr06	61500000	0
Chr06	61750000	0
Chr06	62000000	8.7e-05
Chr06	62250000	8.7e-05
Chr06	62500000	0.000226
Chr06	62750000	0.000638
Chr06	63000000	0.000551
Chr06	63250000	0.000551
Chr06	63500000	0.000412
Chr06	63750000	0
Chr06	64000000	7.5e-05
Chr06	64250000	7.5e-05
Chr06	64500000	7.5e-05
Chr06	64750000	7.5e-05
Chr06	65000000	0
Chr06	65250000	0.000109
Chr06	65500000	0.000109
Chr06	65750000	0.000109
Chr06	66000000	0.000109
Chr06	66250000	0
Chr06	66500000	0
Chr06	66750000	0.000266
Chr06	67000000	0.00037
Chr06	67250000	0.00037
Chr06	67500000	0.00037
Chr06	67750000	0.000104
Chr06	68000000	0
Chr06	68250000	0.000136
Chr06	68500000	0.000136
Chr06	68750000	0.000136
Chr06	69000000	0.000136
Chr06	69250000	0.000642
Chr06	69500000	0.000838
Chr06	69750000	0.000941
Chr06	70000000	0.001039
Chr06	70250000	0.00053
Chr06	70500000	0.000334
Chr06	70750000	0.000324
Chr06	71000000	0.000226
Chr06	71250000	9.3e-05
Chr06	71500000	9.3e-05
Chr06	71750000	6.4e-05
Chr06	72000000	6.4e-05
Chr06	72250000	6.4e-05
Chr06	72500000	6.4e-05
Chr06	72750000	0
Chr06	73000000	0
Chr06	73250000	0
Chr06	73500000	0
Chr06	73750000	0
Chr06	74000000	6.1e-05
Chr06	74250000	6.1e-05
Chr06	74500000	0.000244
Chr06	74750000	0.000297
Chr06	75000000	0.000236
Chr06	75250000	0.000333
Chr06	75500000	0.00041
Chr06	75750000	0.000625
Chr06	76000000	0.000724
Chr06	76250000	0.000927
Chr06	76500000	0.001524
Chr06	76750000	0.001256
Chr06	77000000	0.001157
Chr06	77250000	0.000991
Chr06	77500000	0.000134
Chr06	77750000	0.000215
Chr06	78000000	0.000215
Chr06	78250000	8.1e-05
Chr06	78500000	0.000215
Chr06	78750000	0.000134
Chr06	79000000	0.000134
Chr06	79250000	0.000134
Chr06	79500000	0
Chr06	79750000	0
Chr06	80000000	0
Chr06	80250000	0
Chr06	80500000	0.000151
Chr06	80750000	0.000151
Chr06	81000000	0.000151
Chr06	81250000	0.000151
Chr06	81500000	0
Chr06	81750000	0
Chr06	82000000	0
Chr06	82250000	0
Chr06	82500000	0
Chr06	82750000	0.000152
Chr06	83000000	0.000348
