SeqName	SeqLength	HitStart	HitEnd	HitLength	PercentID	E-value
Chr03	90149726	7493139	7493277	139	84.17266187	2.00E-31
Chr03	90149726	20521536	20521652	117	88.88888889	6.00E-31
Chr03	90149726	49626604	49626931	328	70.74626866	6.00E-31
Chr03	90149726	49626604	49626931	328	70.74626866	6.00E-31
Chr03	90149726	71725904	71725994	91	94.50549451	2.00E-29
Chr03	90149726	84837868	84837973	106	89.71962617	8.00E-29
Chr03	90149726	83292238	83292341	104	89.42307692	3.00E-28
Chr03	90149726	88707073	88707242	170	76.28865979	3.00E-28
Chr03	90149726	22916379	22916499	121	83.72093023	1.00E-27
Chr03	90149726	22916379	22916499	121	83.72093023	1.00E-27
Chr03	90149726	85473921	85474062	142	78.6163522	1.00E-27
Chr03	90149726	49627761	49628023	263	72.0754717	3.00E-27
Chr03	90149726	49627761	49628023	263	72.0754717	3.00E-27
Chr03	90149726	753276	753418	143	81.11888112	1.00E-25
Chr03	90149726	753276	753418	143	81.11888112	1.00E-25
Chr03	90149726	19108065	19108140	76	97.36842105	1.00E-25
Chr03	90149726	47458537	47458612	76	97.43589744	1.00E-25
Chr03	90149726	47458537	47458612	76	97.43589744	1.00E-25
Chr03	90149726	65278378	65278468	91	92.39130435	1.00E-25
Chr03	90149726	61889900	61890047	148	80.53691275	5.00E-25
Chr03	90149726	77871606	77871695	90	91.11111111	5.00E-25
Chr03	90149726	77871606	77871695	90	91.11111111	5.00E-25
Chr03	90149726	85009198	85009339	142	77.56410256	5.00E-25
Chr03	90149726	14398903	14399028	126	81.20300752	2.00E-24
Chr03	90149726	49387649	49387744	96	89.58333333	6.00E-24
Chr03	90149726	49630654	49630844	191	74.22680412	3.00E-22
Chr03	90149726	49630654	49630844	191	74.22680412	3.00E-22
Chr03	90149726	84767246	84767330	85	90.58823529	3.00E-22
Chr03	90149726	84767246	84767330	85	90.58823529	3.00E-22
Chr03	90149726	85017153	85017293	141	76.62337662	3.00E-22
Chr03	90149726	88463420	88463533	114	82.60869565	3.00E-21
Chr03	90149726	88463420	88463533	114	82.60869565	3.00E-21
Chr03	90149726	39787680	39787817	138	78.26086957	4.00E-20
Chr03	90149726	19108143	19108238	96	85.41666667	1.00E-19
Chr03	90149726	83291854	83291932	79	91.25	1.00E-19
Chr03	90149726	83291854	83291932	79	91.25	1.00E-19
Chr03	90149726	19107989	19108052	64	96.875	5.00E-19
Chr03	90149726	19107989	19108052	64	96.875	5.00E-19
Chr03	90149726	26357019	26357079	61	98.36065574	2.00E-18
Chr03	90149726	47459127	47459192	66	95.45454545	2.00E-18
Chr03	90149726	47459127	47459192	66	95.45454545	2.00E-18
Chr03	90149726	47459254	47459314	61	98.36065574	2.00E-18
Chr03	90149726	52746562	52746622	61	98.36065574	2.00E-18
Chr03	90149726	1308727	1308782	56	100	2.00E-17
Chr03	90149726	70199340	70199448	109	81.65137615	2.00E-17
Chr03	90149726	5509016	5509082	67	92.53731343	3.00E-16
Chr03	90149726	5509016	5509082	67	92.53731343	3.00E-16
Chr03	90149726	11174696	11174754	59	96.61016949	3.00E-16
Chr03	90149726	47459575	47459627	53	100	9.00E-16
Chr03	90149726	49386274	49386438	165	73.4939759	3.00E-15
Chr03	90149726	61890063	61890161	99	80.80808081	3.00E-15
Chr03	90149726	49058346	49058396	51	100	1.00E-14
Chr03	90149726	49058346	49058396	51	100	1.00E-14
Chr03	90149726	64837763	64837878	116	78.99159664	1.00E-14
Chr03	90149726	65273593	65273651	59	94.91525424	1.00E-14
Chr03	90149726	14398384	14398506	123	75.57251908	4.00E-14
Chr03	90149726	1666473	1666613	141	73.04964539	1.00E-13
Chr03	90149726	1666473	1666613	141	73.04964539	1.00E-13
Chr03	90149726	5503922	5503988	67	89.55223881	1.00E-13
Chr03	90149726	5503922	5503988	67	89.55223881	1.00E-13
Chr03	90149726	89853305	89853353	49	100	1.00E-13
Chr03	90149726	7691312	7691359	48	100	5.00E-13
Chr03	90149726	19107938	19107990	53	96.22641509	5.00E-13
Chr03	90149726	19107938	19107990	53	96.22641509	5.00E-13
Chr03	90149726	27931445	27931522	78	84.61538462	5.00E-13
Chr03	90149726	63937252	63937382	131	76.51515152	5.00E-13
Chr03	90149726	75418796	75418863	68	88.23529412	5.00E-13
Chr03	90149726	9297631	9297692	62	90.32258065	2.00E-12
Chr03	90149726	11684623	11684674	52	96.15384615	2.00E-12
Chr03	90149726	11684623	11684674	52	96.15384615	2.00E-12
Chr03	90149726	68771344	68771442	99	79.7979798	2.00E-12
Chr03	90149726	68771344	68771442	99	79.7979798	2.00E-12
Chr03	90149726	3454576	3454638	63	89.23076923	6.00E-12
Chr03	90149726	50179675	50179765	91	80.21978022	6.00E-12
Chr03	90149726	78882049	78882162	114	74.56140351	6.00E-12
Chr03	90149726	8130943	8131036	94	78.72340426	2.00E-11
Chr03	90149726	16740291	16740418	128	73.4375	2.00E-11
Chr03	90149726	33685534	33685611	78	83.33333333	2.00E-11
Chr03	90149726	74701881	74701950	70	85.71428571	2.00E-11
Chr03	90149726	74701881	74701950	70	85.71428571	2.00E-11
Chr03	90149726	21589529	21589612	84	82.55813953	7.00E-11
Chr03	90149726	66720999	66721058	60	90.47619048	7.00E-11
Chr03	90149726	49384325	49384480	156	71.15384615	2.00E-10
Chr03	90149726	49630363	49630517	155	71.61290323	2.00E-10
Chr03	90149726	49630363	49630517	155	71.61290323	2.00E-10
Chr03	90149726	4505345	4505386	42	100	8.00E-10
Chr03	90149726	4505345	4505386	42	100	8.00E-10
Chr03	90149726	20519533	20519582	50	94	8.00E-10
Chr03	90149726	20519533	20519582	50	94	8.00E-10
Chr03	90149726	58966102	58966143	42	100	8.00E-10
Chr03	90149726	58966102	58966143	42	100	8.00E-10
Chr03	90149726	65737148	65737189	42	100	8.00E-10
Chr03	90149726	65737148	65737189	42	100	8.00E-10
Chr03	90149726	78296410	78296503	94	75.92592593	8.00E-10
Chr03	90149726	83292110	83292194	85	80.68181818	8.00E-10
Chr03	90149726	49627072	49627225	154	72.25806452	3.00E-09
Chr03	90149726	49627072	49627225	154	72.25806452	3.00E-09
Chr03	90149726	66667500	66667562	63	87.3015873	3.00E-09
Chr03	90149726	66667500	66667562	63	87.3015873	3.00E-09
Chr03	90149726	83292191	83292241	51	92.15686275	3.00E-09
Chr03	90149726	8113823	8113906	84	77.52808989	1.00E-08
Chr03	90149726	47459673	47459712	40	100	1.00E-08
Chr03	90149726	86588990	86589042	53	90.56603774	1.00E-08
Chr03	90149726	86588990	86589042	53	90.56603774	1.00E-08
Chr03	90149726	5503882	5503923	42	97.61904762	4.00E-08
Chr03	90149726	5503882	5503923	42	97.61904762	4.00E-08
Chr03	90149726	5509081	5509122	42	97.61904762	4.00E-08
Chr03	90149726	5509081	5509122	42	97.61904762	4.00E-08
Chr03	90149726	16023428	16023469	42	97.61904762	4.00E-08
Chr03	90149726	16023428	16023469	42	97.61904762	4.00E-08
Chr03	90149726	47459794	47459834	41	97.56097561	1.00E-07
Chr03	90149726	47459794	47459834	41	97.56097561	1.00E-07
Chr03	90149726	49630085	49630183	99	75.75757576	1.00E-07
Chr03	90149726	49630085	49630183	99	75.75757576	1.00E-07
Chr03	90149726	68770132	68770257	126	73.4375	1.00E-07
Chr03	90149726	68770132	68770257	126	73.4375	1.00E-07
Chr03	90149726	82564920	82564957	38	100	1.00E-07
Chr03	90149726	5509636	5509682	47	91.4893617	4.00E-07
Chr03	90149726	5509636	5509682	47	91.4893617	4.00E-07
Chr03	90149726	12328900	12328941	42	95.23809524	4.00E-07
Chr03	90149726	12328900	12328941	42	95.23809524	4.00E-07
Chr03	90149726	28496956	28497005	50	90	4.00E-07
Chr03	90149726	84491388	84491437	50	90	4.00E-07
Chr03	90149726	84491388	84491437	50	90	4.00E-07
Chr03	90149726	84767537	84767618	82	78.04878049	4.00E-07
Chr03	90149726	85601926	85601965	40	97.5	4.00E-07
Chr03	90149726	49384133	49384173	41	95.12195122	1.00E-06
Chr03	90149726	76535796	76535831	36	100	1.00E-06
Chr03	90149726	76535796	76535831	36	100	1.00E-06
Chr03	90149726	82508075	82508115	41	95.12195122	1.00E-06
Chr04	89319729	1786018	1786412	395	95.63106796	0
Chr04	89319729	1786018	1786412	395	95.63106796	0
Chr04	89319729	14578359	14579019	661	88.45598846	0
Chr04	89319729	25328603	25330318	1716	99.65055329	0
Chr04	89319729	51762071	51762704	634	99.68454259	0
Chr04	89319729	51762705	51763591	887	99.54904171	0
Chr04	89319729	51762705	51763591	887	99.54904171	0
Chr04	89319729	51763587	51764099	513	99.61013645	0
Chr04	89319729	51763587	51764099	513	99.61013645	0
Chr04	89319729	25332785	25333106	322	99.37888199	4.00E-159
Chr04	89319729	16561716	16562043	328	96.95121951	2.00E-151
Chr04	89319729	16561716	16562043	328	96.95121951	2.00E-151
Chr04	89319729	51237525	51237814	290	99.31034483	1.00E-141
Chr04	89319729	51237525	51237814	290	99.31034483	1.00E-141
Chr04	89319729	19324229	19324530	302	95.36423841	7.00E-131
Chr04	89319729	19324229	19324530	302	95.36423841	7.00E-131
Chr04	89319729	84812704	84812971	268	98.14126394	7.00E-125
Chr04	89319729	6404573	6404881	309	92.58064516	1.00E-122
Chr04	89319729	12532243	12532546	304	92.58064516	1.00E-120
Chr04	89319729	51764099	51764345	247	98.7854251	9.00E-117
Chr04	89319729	11030698	11030923	226	100	1.00E-109
Chr04	89319729	11030698	11030923	226	100	1.00E-109
Chr04	89319729	86441269	86441634	366	82.82828283	2.00E-107
Chr04	89319729	11030932	11031139	208	99.03846154	4.00E-96
Chr04	89319729	23891196	23891458	263	87.82287823	4.00E-90
Chr04	89319729	66794271	66794519	249	89.01960784	2.00E-87
Chr04	89319729	66794271	66794519	249	89.01960784	2.00E-87
Chr04	89319729	23134129	23134329	201	92.45283019	3.00E-79
Chr04	89319729	11192393	11192557	165	97.57575758	5.00E-70
Chr04	89319729	7811687	7811913	227	86.08695652	2.00E-68
Chr04	89319729	7811687	7811913	227	86.08695652	2.00E-68
Chr04	89319729	10275061	10275211	151	96.68874172	8.00E-61
Chr04	89319729	24290991	24291139	149	96.6442953	8.00E-61
Chr04	89319729	24290991	24291139	149	96.6442953	8.00E-61
Chr04	89319729	15794559	15794799	241	81.2749004	3.00E-60
Chr04	89319729	14578106	14578254	149	95.97315436	9.00E-60
Chr04	89319729	24291132	24291265	134	100	9.00E-60
Chr04	89319729	24291132	24291265	134	100	9.00E-60
Chr04	89319729	1386448	1386665	218	83.84279476	1.00E-58
Chr04	89319729	35248865	35249013	149	95.30201342	4.00E-58
Chr04	89319729	17355287	17355416	130	99.23076923	6.00E-56
Chr04	89319729	68554516	68554660	145	95.17241379	6.00E-56
Chr04	89319729	68554516	68554660	145	95.17241379	6.00E-56
Chr04	89319729	12532123	12532255	133	96.9924812	1.00E-52
Chr04	89319729	88861447	88861687	241	79.6812749	1.00E-52
Chr04	89319729	11066671	11066813	143	93.00699301	5.00E-51
Chr04	89319729	11066671	11066813	143	93.00699301	5.00E-51
Chr04	89319729	2235708	2235881	174	88.20224719	6.00E-50
Chr04	89319729	375085	375455	371	70.60240964	7.00E-49
Chr04	89319729	82284054	82284216	163	88.41463415	7.00E-49
Chr04	89319729	6844801	6845002	202	82.92682927	2.00E-48
Chr04	89319729	79476977	79477125	149	90.66666667	3.00E-47
Chr04	89319729	79476977	79477125	149	90.66666667	3.00E-47
Chr04	89319729	59556999	59557131	133	93.23308271	1.00E-46
Chr04	89319729	59556999	59557131	133	93.23308271	1.00E-46
Chr04	89319729	82660994	82661130	137	88.27586207	2.00E-43
Chr04	89319729	82660994	82661130	137	88.27586207	2.00E-43
Chr04	89319729	14578254	14578365	112	96.46017699	8.00E-42
Chr04	89319729	84438166	84438411	246	75.86206897	3.00E-40
Chr04	89319729	69288404	69288539	136	86.89655172	1.00E-39
Chr04	89319729	69288404	69288539	136	86.89655172	1.00E-39
Chr04	89319729	16753640	16753781	142	86.61971831	5.00E-38
Chr04	89319729	75049452	75049573	122	89.23076923	5.00E-38
Chr04	89319729	4965864	4966021	158	83.5443038	2.00E-37
Chr04	89319729	75819309	75819518	210	75.71428571	5.00E-32
Chr04	89319729	75819309	75819518	210	75.71428571	5.00E-32
Chr04	89319729	12168657	12168741	85	98.82352941	2.00E-31
Chr04	89319729	23292708	23292838	131	84.84848485	2.00E-30
Chr04	89319729	23292708	23292838	131	84.84848485	2.00E-30
Chr04	89319729	85956916	85957080	165	78.28571429	2.00E-30
Chr04	89319729	27059661	27059787	127	85.27131783	7.00E-30
Chr04	89319729	40601278	40601398	121	86.7768595	7.00E-30
Chr04	89319729	51764388	51764464	77	100	8.00E-29
Chr04	89319729	51764388	51764464	77	100	8.00E-29
Chr04	89319729	26548914	26549034	121	85.95041322	3.00E-28
Chr04	89319729	20868088	20868187	100	91	1.00E-27
Chr04	89319729	6255342	6255437	96	86.79245283	1.00E-26
Chr04	89319729	14567158	14567405	248	70.4379562	4.00E-26
Chr04	89319729	72963900	72964024	125	81.88405797	4.00E-26
Chr04	89319729	85956121	85956234	114	85.0877193	5.00E-25
Chr04	89319729	5419945	5420028	84	94.04761905	2.00E-24
Chr04	89319729	21708748	21708819	72	98.61111111	2.00E-24
Chr04	89319729	63686224	63686290	67	100	2.00E-23
Chr04	89319729	63686224	63686290	67	100	2.00E-23
Chr04	89319729	19545386	19545465	80	93.82716049	8.00E-23
Chr04	89319729	22017828	22017900	73	95.89041096	3.00E-21
Chr04	89319729	35789719	35789856	138	78.26086957	4.00E-20
Chr04	89319729	78547784	78547931	148	77.7027027	1.00E-19
Chr04	89319729	70079540	70079607	68	93.05555556	5.00E-19
Chr04	89319729	70079540	70079607	68	93.05555556	5.00E-19
Chr04	89319729	20847079	20847250	172	74.28571429	6.00E-18
Chr04	89319729	51762296	51762458	163	75	6.00E-18
Chr04	89319729	8857360	8857424	65	92.75362319	2.00E-17
Chr04	89319729	8857566	8857624	59	94.91525424	4.00E-14
Chr04	89319729	13318491	13318555	65	88.4057971	5.00E-13
Chr04	89319729	77729157	77729226	70	87.83783784	5.00E-13
Chr04	89319729	77729157	77729226	70	87.83783784	5.00E-13
Chr04	89319729	11066620	11066672	53	94.54545455	6.00E-12
Chr04	89319729	11066620	11066672	53	94.54545455	6.00E-12
Chr04	89319729	13318438	13318491	54	94.44444444	6.00E-12
Chr04	89319729	20620452	20620556	105	79.24528302	6.00E-12
Chr04	89319729	12182116	12182230	115	73.33333333	2.00E-11
Chr04	89319729	13318297	13318353	57	91.22807018	7.00E-11
Chr04	89319729	33020844	33020917	74	83.78378378	7.00E-11
Chr04	89319729	66565660	66565789	130	74.43609023	7.00E-11
Chr04	89319729	86984053	86984215	163	72.09302326	7.00E-11
Chr04	89319729	8857424	8857476	53	92.45283019	2.00E-10
Chr04	89319729	44442354	44442412	59	90	2.00E-10
Chr04	89319729	57978904	57978946	43	100	2.00E-10
Chr04	89319729	68554659	68554707	49	96	2.00E-10
Chr04	89319729	68554659	68554707	49	96	2.00E-10
Chr04	89319729	13318783	13318829	47	95.74468085	8.00E-10
Chr04	89319729	13318783	13318829	47	95.74468085	8.00E-10
Chr04	89319729	21541876	21541941	66	86.56716418	8.00E-10
Chr04	89319729	69288538	69288579	42	100	8.00E-10
Chr04	89319729	69288538	69288579	42	100	8.00E-10
Chr04	89319729	84401247	84401309	63	85.71428571	3.00E-09
Chr04	89319729	89061787	89061870	84	79.76190476	3.00E-09
Chr04	89319729	343444	343501	58	86.8852459	1.00E-08
Chr04	89319729	343444	343501	58	86.8852459	1.00E-08
Chr04	89319729	57978840	57978889	50	92	1.00E-08
Chr04	89319729	44442162	44442215	54	88.88888889	4.00E-08
Chr04	89319729	51762032	51762070	39	100	4.00E-08
Chr04	89319729	51762032	51762070	39	100	4.00E-08
Chr04	89319729	63634504	63634545	42	97.61904762	4.00E-08
Chr04	89319729	70601756	70601804	49	91.83673469	4.00E-08
Chr04	89319729	70601756	70601804	49	91.83673469	4.00E-08
Chr04	89319729	79296623	79296699	77	80.51948052	4.00E-08
Chr04	89319729	82661129	82661170	42	97.61904762	4.00E-08
Chr04	89319729	82661129	82661170	42	97.61904762	4.00E-08
Chr04	89319729	9583901	9583978	78	79.48717949	1.00E-07
Chr04	89319729	10178748	10178800	53	88.67924528	1.00E-07
Chr04	89319729	11030325	11030377	53	88.67924528	1.00E-07
Chr04	89319729	51764350	51764387	38	100	1.00E-07
Chr04	89319729	51764350	51764387	38	100	1.00E-07
Chr04	89319729	84668664	84668701	38	100	1.00E-07
Chr04	89319729	86158791	86158828	38	100	1.00E-07
Chr04	89319729	34041822	34041871	50	92.15686275	4.00E-07
Chr04	89319729	34041822	34041871	50	92.15686275	4.00E-07
Chr04	89319729	34100810	34100972	163	69.32515337	4.00E-07
Chr04	89319729	12532094	12532134	41	95.12195122	1.00E-06
Chr04	89319729	13318395	13318438	44	93.18181818	1.00E-06
Chr04	89319729	26939424	26939476	53	85.96491228	1.00E-06
Chr04	89319729	85929525	85929632	108	74.54545455	1.00E-06
Chr05	88736338	9687533	9687974	442	98.64559819	0
Chr05	88736338	73181447	73181966	520	88.86792453	0
Chr05	88736338	73181447	73181966	520	88.86792453	0
Chr05	88736338	77891087	77891598	512	97.65625	0
Chr05	88736338	84490139	84490800	662	88.74458874	0
Chr05	88736338	9522075	9522482	408	90.2676399	2.00E-150
Chr05	88736338	2399644	2400156	513	80.45540797	2.00E-131
Chr05	88736338	53410042	53410300	259	99.23371648	7.00E-125
Chr05	88736338	53410042	53410300	259	99.23371648	7.00E-125
Chr05	88736338	1976523	1976967	445	80.71278826	3.00E-122
Chr05	88736338	1976523	1976967	445	80.71278826	3.00E-122
Chr05	88736338	34243325	34243592	268	93.14079422	1.00E-109
Chr05	88736338	25586869	25587145	277	92.44604317	2.00E-106
Chr05	88736338	29372831	29373056	226	95.25862069	3.00E-98
Chr05	88736338	29372831	29373056	226	95.25862069	3.00E-98
Chr05	88736338	2365366	2365806	441	76.66666667	2.00E-87
Chr05	88736338	86539631	86539908	278	86.33093525	1.00E-83
Chr05	88736338	15012287	15012463	177	99.43502825	2.00E-81
Chr05	88736338	88330605	88330840	236	90.37656904	6.00E-81
Chr05	88736338	88330605	88330840	236	90.37656904	6.00E-81
Chr05	88736338	31128858	31129138	281	84.26573427	8.00E-80
Chr05	88736338	31128858	31129138	281	84.26573427	8.00E-80
Chr05	88736338	29373050	29373222	173	97.68786127	2.00E-74
Chr05	88736338	38097080	38097296	217	88.0733945	6.00E-69
Chr05	88736338	10478049	10478385	337	74.13333333	5.00E-63
Chr05	88736338	10478049	10478385	337	74.13333333	5.00E-63
Chr05	88736338	1756567	1756743	177	91.62011173	2.00E-61
Chr05	88736338	76869186	76869321	136	99.26470588	3.00E-59
Chr05	88736338	76869186	76869321	136	99.26470588	3.00E-59
Chr05	88736338	80738540	80738746	207	85.23809524	4.00E-58
Chr05	88736338	84489885	84490033	149	94.63087248	5.00E-57
Chr05	88736338	83200197	83200341	145	95.17241379	6.00E-56
Chr05	88736338	83200197	83200341	145	95.17241379	6.00E-56
Chr05	88736338	55565085	55565255	171	88.37209302	4.00E-52
Chr05	88736338	31131953	31132126	174	87.00564972	6.00E-50
Chr05	88736338	31131953	31132126	174	87.00564972	6.00E-50
Chr05	88736338	87722143	87722270	128	96.09375	2.00E-49
Chr05	88736338	76869317	76869434	118	97.45762712	1.00E-46
Chr05	88736338	76869317	76869434	118	97.45762712	1.00E-46
Chr05	88736338	11805515	11805715	201	80.09259259	1.00E-45
Chr05	88736338	2366145	2366428	284	73.98648649	2.00E-43
Chr05	88736338	84490033	84490145	113	96.49122807	2.00E-42
Chr05	88736338	1975412	1975648	237	76.30522088	9.00E-41
Chr05	88736338	45534125	45534254	130	90.83969466	9.00E-41
Chr05	88736338	45534125	45534254	130	90.83969466	9.00E-41
Chr05	88736338	1745293	1745494	202	79.7029703	3.00E-40
Chr05	88736338	1745293	1745494	202	79.7029703	3.00E-40
Chr05	88736338	73234109	73234280	172	81.31868132	5.00E-38
Chr05	88736338	3979530	3979631	102	97.05882353	2.00E-37
Chr05	88736338	3979530	3979631	102	97.05882353	2.00E-37
Chr05	88736338	82095242	82095383	142	85.31468531	9.00E-35
Chr05	88736338	82095242	82095383	142	85.31468531	9.00E-35
Chr05	88736338	10754408	10754556	149	80.74534161	1.00E-32
Chr05	88736338	38097491	38097604	114	89.47368421	1.00E-32
Chr05	88736338	31129137	31129232	96	93.75	6.00E-31
Chr05	88736338	31129137	31129232	96	93.75	6.00E-31
Chr05	88736338	38096832	38096945	114	88.59649123	6.00E-31
Chr05	88736338	12270346	12270474	129	84.49612403	7.00E-30
Chr05	88736338	74639356	74639521	166	75.27472527	1.00E-26
Chr05	88736338	74639356	74639521	166	75.27472527	1.00E-26
Chr05	88736338	18642218	18642313	96	88.7755102	2.00E-24
Chr05	88736338	6398643	6398727	85	90.58823529	3.00E-22
Chr05	88736338	32753464	32753593	130	78.32167832	9.00E-22
Chr05	88736338	2781045	2781139	95	88.42105263	3.00E-21
Chr05	88736338	2781045	2781139	95	88.42105263	3.00E-21
Chr05	88736338	3979635	3979712	78	92.30769231	3.00E-21
Chr05	88736338	2494566	2494643	78	92.30769231	4.00E-20
Chr05	88736338	13228029	13228156	128	79.06976744	4.00E-20
Chr05	88736338	75118385	75118510	126	80.31496063	4.00E-20
Chr05	88736338	75118385	75118510	126	80.31496063	4.00E-20
Chr05	88736338	82798764	82798847	84	89.28571429	4.00E-20
Chr05	88736338	88330123	88330219	97	84.46601942	4.00E-20
Chr05	88736338	88330123	88330219	97	84.46601942	4.00E-20
Chr05	88736338	68521632	68521705	74	91.89189189	5.00E-19
Chr05	88736338	88057212	88057279	68	95.65217391	5.00E-19
Chr05	88736338	77210719	77210888	170	71.50259067	2.00E-18
Chr05	88736338	1613926	1614019	94	84.04255319	6.00E-18
Chr05	88736338	1613926	1614019	94	84.04255319	6.00E-18
Chr05	88736338	1639549	1639642	94	84.04255319	6.00E-18
Chr05	88736338	1639549	1639642	94	84.04255319	6.00E-18
Chr05	88736338	15012236	15012289	54	100	3.00E-16
Chr05	88736338	15012236	15012289	54	100	3.00E-16
Chr05	88736338	16605219	16605355	137	74.35897436	3.00E-16
Chr05	88736338	85444115	85444181	67	92.53731343	3.00E-16
Chr05	88736338	85444115	85444181	67	92.53731343	3.00E-16
Chr05	88736338	2467670	2467730	61	95.08196721	9.00E-16
Chr05	88736338	2467670	2467730	61	95.08196721	9.00E-16
Chr05	88736338	3979458	3979523	66	92.42424242	9.00E-16
Chr05	88736338	3979458	3979523	66	92.42424242	9.00E-16
Chr05	88736338	10556918	10556988	71	90.14084507	9.00E-16
Chr05	88736338	9196584	9196650	67	91.04477612	3.00E-15
Chr05	88736338	9196584	9196650	67	91.04477612	3.00E-15
Chr05	88736338	85429052	85429118	67	91.04477612	3.00E-15
Chr05	88736338	85429052	85429118	67	91.04477612	3.00E-15
Chr05	88736338	7175283	7175356	74	87.83783784	1.00E-14
Chr05	88736338	13090263	13090327	65	90.76923077	4.00E-14
Chr05	88736338	60300376	60300477	102	80.76923077	4.00E-14
Chr05	88736338	66880917	66881025	109	79.09090909	4.00E-14
Chr05	88736338	9190535	9190601	67	89.55223881	1.00E-13
Chr05	88736338	9190535	9190601	67	89.55223881	1.00E-13
Chr05	88736338	10957579	10957647	69	87.5	5.00E-13
Chr05	88736338	15638272	15638356	85	83.52941176	5.00E-13
Chr05	88736338	60308457	60308568	112	77.87610619	5.00E-13
Chr05	88736338	20814396	20814512	117	76.92307692	2.00E-12
Chr05	88736338	83200340	83200394	55	94.54545455	2.00E-12
Chr05	88736338	83200340	83200394	55	94.54545455	2.00E-12
Chr05	88736338	3979399	3979457	59	91.52542373	6.00E-12
Chr05	88736338	3979399	3979457	59	91.52542373	6.00E-12
Chr05	88736338	15833543	15833635	93	80.64516129	6.00E-12
Chr05	88736338	14277821	14277913	93	79.56989247	2.00E-11
Chr05	88736338	14277821	14277913	93	79.56989247	2.00E-11
Chr05	88736338	47785478	47785527	50	96	2.00E-11
Chr05	88736338	3861452	3861520	69	85.50724638	7.00E-11
Chr05	88736338	33536304	33536356	53	92.45283019	2.00E-10
Chr05	88736338	33536304	33536356	53	92.45283019	2.00E-10
Chr05	88736338	82379041	82379091	51	92.59259259	2.00E-10
Chr05	88736338	31020386	31020440	55	90.90909091	8.00E-10
Chr05	88736338	31020386	31020440	55	90.90909091	8.00E-10
Chr05	88736338	85444180	85444221	42	100	8.00E-10
Chr05	88736338	85444180	85444221	42	100	8.00E-10
Chr05	88736338	818237	818297	61	86.8852459	3.00E-09
Chr05	88736338	73175144	73175195	52	92.45283019	3.00E-09
Chr05	88736338	73175144	73175195	52	92.45283019	3.00E-09
Chr05	88736338	2400378	2400447	70	82.85714286	1.00E-08
Chr05	88736338	15840323	15840434	112	71.54471545	1.00E-08
Chr05	88736338	70540830	70540872	43	97.6744186	1.00E-08
Chr05	88736338	9190495	9190536	42	97.61904762	4.00E-08
Chr05	88736338	9190495	9190536	42	97.61904762	4.00E-08
Chr05	88736338	9196649	9196690	42	97.61904762	4.00E-08
Chr05	88736338	9196649	9196690	42	97.61904762	4.00E-08
Chr05	88736338	31707965	31708016	52	90.38461538	4.00E-08
Chr05	88736338	66800025	66800066	42	97.61904762	4.00E-08
Chr05	88736338	66800025	66800066	42	97.61904762	4.00E-08
Chr05	88736338	84718101	84718142	42	97.61904762	4.00E-08
Chr05	88736338	84718101	84718142	42	97.61904762	4.00E-08
Chr05	88736338	85429012	85429053	42	97.61904762	4.00E-08
Chr05	88736338	85429012	85429053	42	97.61904762	4.00E-08
Chr05	88736338	10523116	10523253	138	72.34042553	1.00E-07
Chr05	88736338	55564901	55564956	56	87.5	1.00E-07
Chr05	88736338	58343255	58343304	50	90.38461538	1.00E-07
Chr05	88736338	58343255	58343304	50	90.38461538	1.00E-07
Chr05	88736338	83482917	83482966	50	90	4.00E-07
Chr05	88736338	83482917	83482966	50	90	4.00E-07
Chr05	88736338	8716446	8716486	41	95.12195122	1.00E-06
Chr05	88736338	8716446	8716486	41	95.12195122	1.00E-06
Chr05	88736338	9197214	9197254	41	95.12195122	1.00E-06
Chr05	88736338	9197214	9197254	41	95.12195122	1.00E-06
Chr05	88736338	29138292	29138353	62	83.87096774	1.00E-06
Chr05	88736338	82798673	82798741	69	81.15942029	1.00E-06
Chr06	84722326	7151633	7155067	3435	98.86561955	0
Chr06	84722326	69523088	69523624	537	93.8547486	0
Chr06	84722326	76778335	76779191	857	98.71645274	0
Chr06	84722326	28004883	28005416	534	83.36448598	8.00E-156
Chr06	84722326	28004883	28005416	534	83.36448598	8.00E-156
Chr06	84722326	58158563	58158843	281	98.93238434	3.00E-135
Chr06	84722326	39240381	39240672	292	97.60273973	1.00E-134
Chr06	84722326	76544321	76544620	300	94.66666667	4.00E-128
Chr06	84722326	39240660	39240933	274	97.81021898	2.00E-126
Chr06	84722326	53066283	53066556	274	97.44525547	2.00E-125
Chr06	84722326	54362447	54362675	229	100	3.00E-111
Chr06	84722326	53066117	53066295	179	98.88268156	2.00E-81
Chr06	84722326	9692983	9693182	200	94.5	6.00E-81
Chr06	84722326	9692983	9693182	200	94.5	6.00E-81
Chr06	84722326	83316574	83316769	196	94.3877551	3.00E-78
Chr06	84722326	9693297	9693456	160	100	7.00E-74
Chr06	84722326	76237323	76237590	268	79.39189189	1.00E-65
Chr06	84722326	1657434	1657618	185	89.89361702	3.00E-60
Chr06	84722326	63088338	63088562	225	80.70175439	2.00E-48
Chr06	84722326	2418472	2418616	145	91.03448276	8.00E-48
Chr06	84722326	2418472	2418616	145	91.03448276	8.00E-48
Chr06	84722326	51034574	51034707	134	93.28358209	3.00E-47
Chr06	84722326	51034574	51034707	134	93.28358209	3.00E-47
