Chromosome	WindowPosition	Coverage
Chr03	49750000	0.253287
Chr03	50000000	0.216253
Chr03	50250000	0.209107
Chr03	50500000	0.209107
Chr03	50750000	0.148004
Chr03	51000000	0.090348
Chr03	51250000	0.000947
Chr03	51500000	0.000947
Chr03	51750000	0.000178
Chr03	52000000	6.9e-05
Chr03	52250000	0.000545
Chr03	52500000	0.000545
Chr03	52750000	0.000884
Chr03	53000000	0.000884
Chr03	53250000	0.000485
Chr03	53500000	0.000485
Chr03	53750000	0.001341
Chr03	54000000	0.001713
Chr03	54250000	0.00281
Chr03	54500000	0.003063
Chr03	54750000	0.001799
Chr03	55000000	0.001647
Chr03	55250000	0.000691
Chr03	55500000	0.00064
Chr03	55750000	0.00064
Chr03	56000000	0.000941
Chr03	56250000	0.000723
Chr03	56500000	0.000521
Chr03	56750000	0.000521
Chr03	57000000	0.001299
Chr03	57250000	0.001299
Chr03	57500000	0.001872
Chr03	57750000	0.002163
Chr03	58000000	0.001256
Chr03	58250000	0.002801
Chr03	58500000	0.002712
Chr03	58750000	0.002421
Chr03	59000000	0.002276
Chr03	59250000	0.000731
Chr03	59500000	0.002071
Chr03	59750000	0.002546
Chr03	60000000	0.002589
Chr03	60250000	0.002589
Chr03	60500000	0.001324
Chr03	60750000	0.001198
Chr03	61000000	0.001119
Chr03	61250000	0.001506
Chr03	61500000	0.001076
Chr03	61750000	0.000918
Chr03	62000000	0.00097
Chr03	62250000	0.001098
Chr03	62500000	0.000969
Chr03	62750000	0.000778
Chr03	63000000	0.000515
Chr03	63250000	0.000182
Chr03	63500000	0.000341
Chr03	63750000	0.001233
Chr03	64000000	0.001233
Chr03	64250000	0.001575
Chr03	64500000	0.001593
Chr03	64750000	0.00107
Chr03	65000000	0.001254
Chr03	65250000	0.00073
Chr03	65500000	0.000887
Chr03	65750000	0.000868
Chr03	66000000	0.000684
Chr03	66250000	0.002168
Chr03	66500000	0.002374
Chr03	66750000	0.002139
Chr03	67000000	0.002315
Chr03	67250000	0.003409
Chr03	67500000	0.002869
Chr03	67750000	0.002864
Chr03	68000000	0.003051
Chr03	68250000	0.000535
Chr03	68500000	0.000739
Chr03	68750000	0.001082
Chr03	69000000	0.000889
Chr03	69250000	0.001024
Chr03	69500000	0.00082
Chr03	69750000	0.000769
Chr03	70000000	0.000837
Chr03	70250000	0.001607
Chr03	70500000	0.002404
Chr03	70750000	0.002144
Chr03	71000000	0.001956
Chr03	71250000	0.001955
Chr03	71500000	0.001158
Chr03	71750000	0.001532
Chr03	72000000	0.001997
Chr03	72250000	0.001582
Chr03	72500000	0.002589
Chr03	72750000	0.003014
Chr03	73000000	0.003339
Chr03	73250000	0.003982
Chr03	73500000	0.003149
Chr03	73750000	0.002782
Chr03	74000000	0.00251
Chr03	74250000	0.001387
Chr03	74500000	0.001213
Chr03	74750000	0.001434
Chr03	75000000	0.001199
Chr03	75250000	0.00137
Chr03	75500000	0.002131
Chr03	75750000	0.001755
Chr03	76000000	0.001565
Chr03	76250000	0.002105
Chr03	76500000	0.001344
Chr03	76750000	0.001001
Chr03	77000000	0.000957
Chr03	77250000	0.000577
Chr03	77500000	0.00068
Chr03	77750000	0.001171
Chr03	78000000	0.001137
Chr03	78250000	0.000839
Chr03	78500000	0.00118
Chr03	78750000	0.000663
Chr03	79000000	0.000731
Chr03	79250000	0.001173
Chr03	79500000	0.00094
Chr03	79750000	0.001213
Chr03	80000000	0.001708
Chr03	80250000	0.001162
Chr03	80500000	0.001056
Chr03	80750000	0.000898
Chr03	81000000	0.000808
Chr03	81250000	0.001077
Chr03	81500000	0.000972
Chr03	81750000	0.000807
Chr03	82000000	0.000415
Chr03	82250000	0.000146
Chr03	82500000	0.001215
Chr03	82750000	0.001215
Chr03	83000000	0.002807
Chr03	83250000	0.002807
Chr03	83500000	0.001797
Chr03	83750000	0.001912
Chr03	84000000	0.000545
Chr03	84250000	0.000835
Chr03	84500000	0.000776
Chr03	84750000	0.001465
Chr03	85000000	0.00143
Chr03	85250000	0.001577
Chr03	85500000	0.001903
Chr03	85750000	0.001452
Chr03	86000000	0.001116
Chr03	86250000	0.000877
Chr03	86500000	0.000701
Chr03	86750000	0.000399
Chr03	87000000	0.000399
Chr03	87250000	0.000476
Chr03	87500000	0.000664
Chr03	87750000	0.00072
Chr03	88000000	0.000773
Chr03	88250000	0.000498
Chr03	88500000	0.00016
Chr03	88750000	5.3e-05
Chr03	89000000	0.000256
Chr03	89250000	0.000612
Chr03	89500000	0.000612
Chr04	500000	0.000218
Chr04	750000	0.000272
Chr04	1000000	0.000353
Chr04	1250000	0.000349
Chr04	1500000	0.000397
Chr04	1750000	0.000575
Chr04	2000000	0.000494
Chr04	2250000	0.001279
Chr04	2500000	0.001498
Chr04	2750000	0.00156
Chr04	3000000	0.00156
Chr04	3250000	0.000607
Chr04	3500000	0.001007
Chr04	3750000	0.000667
Chr04	4000000	0.000859
Chr04	4250000	0.000859
Chr04	4500000	0.000372
Chr04	4750000	0.001156
Chr04	5000000	0.000964
Chr04	5250000	0.001664
Chr04	5500000	0.001642
Chr04	5750000	0.001389
Chr04	6000000	0.001389
Chr04	6250000	0.001865
Chr04	6500000	0.001707
Chr04	6750000	0.001415
Chr04	7000000	0.001954
Chr04	7250000	0.000778
Chr04	7500000	0.000778
Chr04	7750000	0.000903
Chr04	8000000	0.000606
Chr04	8250000	0.001032
Chr04	8500000	0.002112
Chr04	8750000	0.002212
Chr04	9000000	0.00215
Chr04	9250000	0.002186
Chr04	9500000	0.001106
Chr04	9750000	0.000875
Chr04	10000000	0.001549
Chr04	10250000	0.001328
Chr04	10500000	0.002112
Chr04	10750000	0.001879
Chr04	11000000	0.004413
Chr04	11250000	0.0044
Chr04	11500000	0.003822
Chr04	11750000	0.004654
Chr04	12000000	0.001266
Chr04	12250000	0.001491
Chr04	12500000	0.001464
Chr04	12750000	0.001146
Chr04	13000000	0.001464
Chr04	13250000	0.001365
Chr04	13500000	0.001369
Chr04	13750000	0.000855
Chr04	14000000	0.000537
Chr04	14250000	0.001097
Chr04	14500000	0.001819
Chr04	14750000	0.002074
Chr04	15000000	0.002504
Chr04	15250000	0.001702
Chr04	15500000	0.000797
Chr04	15750000	0.00096
Chr04	16000000	0.00062
Chr04	16250000	0.000852
Chr04	16500000	0.001969
Chr04	16750000	0.001915
Chr04	17000000	0.001825
Chr04	17250000	0.002295
Chr04	17500000	0.001178
Chr04	17750000	0.001035
Chr04	18000000	0.001035
Chr04	18250000	0.003059
Chr04	18500000	0.003816
Chr04	18750000	0.003944
Chr04	19000000	0.004043
Chr04	19250000	0.001205
Chr04	19500000	0.00104
Chr04	19750000	0.000691
Chr04	20000000	0.001279
Chr04	20250000	0.002008
Chr04	20500000	0.001672
Chr04	20750000	0.00192
Chr04	21000000	0.001233
Chr04	21250000	0.000806
Chr04	21500000	0.00055
Chr04	21750000	0.003747
Chr04	22000000	0.004591
Chr04	22250000	0.004446
Chr04	22500000	0.004658
Chr04	22750000	0.00129
Chr04	23000000	0.000512
Chr04	23250000	0.001065
Chr04	23500000	0.000853
Chr04	23750000	0.001198
Chr04	24000000	0.001647
Chr04	24250000	0.001096
Chr04	24500000	0.001182
Chr04	24750000	0.001217
Chr04	25000000	0.000831
Chr04	25250000	0.001164
Chr04	25500000	0.001598
Chr04	25750000	0.001141
Chr04	26000000	0.001274
Chr04	26250000	0.000883
Chr04	26500000	0.000363
Chr04	26750000	0.000464
Chr04	27000000	0.001134
Chr04	27250000	0.002271
Chr04	27500000	0.003154
Chr04	27750000	0.003479
Chr04	28000000	0.002547
Chr04	28250000	0.001778
Chr04	28500000	0.000895
Chr04	28750000	0.000998
Chr04	29000000	0.001196
Chr04	29250000	0.000975
Chr04	29500000	0.001673
Chr04	29750000	0.001234
Chr04	30000000	0.001359
Chr04	30250000	0.001111
Chr04	30500000	0.000701
Chr04	30750000	0.000611
Chr04	31000000	0.000446
Chr04	31250000	0.000446
Chr04	31500000	0.000605
Chr04	31750000	0.000605
Chr04	32000000	0.000447
Chr04	32250000	0.000767
Chr04	32500000	0.00032
Chr04	32750000	0.001642
Chr04	33000000	0.003108
Chr04	33250000	0.002788
Chr04	33500000	0.003906
Chr04	33750000	0.00301
Chr04	34000000	0.001544
Chr04	34250000	0.001683
Chr04	34500000	0.000724
Chr04	34750000	0.000729
Chr04	35000000	0.001584
Chr04	35250000	0.001538
Chr04	35500000	0.001551
Chr04	35750000	0.001231
Chr04	36000000	0.001166
Chr04	36250000	0.001442
Chr04	36500000	0.002012
Chr04	36750000	0.001901
Chr04	37000000	0.001734
Chr04	37250000	0.001816
Chr04	37500000	0.001074
Chr04	37750000	0.001175
Chr04	38000000	0.000844
Chr04	38250000	0.001378
Chr04	38500000	0.001419
Chr04	38750000	0.00151
Chr04	39000000	0.001218
Chr04	39250000	0.000233
Chr04	39500000	0.00075
Chr04	39750000	0.002244
Chr04	40000000	0.002297
Chr04	40250000	0.003281
Chr04	40500000	0.003492
Chr04	40750000	0.002129
Chr04	41000000	0.002884
Chr04	41250000	0.0019
Chr04	41500000	0.001131
Chr04	41750000	0.000808
Chr04	42000000	0
Chr04	42250000	0.000228
Chr04	42500000	0.000743
Chr04	42750000	0.00147
Chr04	43000000	0.00147
Chr04	43250000	0.001562
Chr04	43500000	0.001047
Chr04	43750000	0.000397
Chr04	44000000	0.000397
Chr04	44250000	7.7e-05
Chr04	44500000	7.7e-05
Chr04	44750000	0.000779
Chr04	45000000	0.000779
Chr04	45250000	0.000779
Chr04	45500000	0.000779
Chr04	45750000	0.000512
Chr04	46000000	0.002096
Chr04	46250000	0.002096
Chr04	46500000	0.002096
Chr04	46750000	0.001584
Chr04	47000000	0.000406
Chr04	47250000	0.000406
Chr04	47500000	0.000865
Chr04	47750000	0.001532
Chr04	48000000	0.001748
Chr04	48250000	0.001748
Chr04	48500000	0.001289
Chr04	48750000	0.000795
Chr04	49000000	0.001261
Chr04	49250000	0.002242
Chr04	49500000	0.002242
Chr04	49750000	0.002129
Chr04	50000000	0.001398
Chr04	50250000	0.000417
Chr04	50500000	0.000714
Chr04	50750000	0.001034
Chr04	51000000	0.000941
Chr04	51250000	0.002362
Chr04	51500000	0.003714
Chr04	51750000	0.003504
Chr04	52000000	0.003442
Chr04	52250000	0.002021
Chr04	52500000	0.000768
Chr04	52750000	0.001069
Chr04	53000000	0.000867
Chr04	53250000	0.001073
Chr04	53500000	0.003359
Chr04	53750000	0.003285
Chr04	54000000	0.003399
Chr04	54250000	0.003265
Chr04	54500000	0.000583
Chr04	54750000	0.000445
Chr04	55000000	0.000331
Chr04	55250000	0.000259
Chr04	55500000	0.00036
Chr04	55750000	0.000101
Chr04	56000000	0.000101
Chr04	56250000	0.000157
Chr04	56500000	0.001171
Chr04	56750000	0.001171
Chr04	57000000	0.001413
Chr04	57250000	0.001585
Chr04	57500000	0.001286
Chr04	57750000	0.001488
Chr04	58000000	0.001246
Chr04	58250000	0.006599
Chr04	58500000	0.005834
Chr04	58750000	0.006304
Chr04	59000000	0.006304
Chr04	59250000	0.001413
Chr04	59500000	0.001362
Chr04	59750000	0.00069
Chr04	60000000	0.00069
Chr04	60250000	0.000653
Chr04	60500000	0.000782
Chr04	60750000	0.001176
Chr04	61000000	0.001273
Chr04	61250000	0.000903
Chr04	61500000	0.000774
Chr04	61750000	0.000431
Chr04	62000000	0.000334
Chr04	62250000	0.000167
Chr04	62500000	0.000357
Chr04	62750000	0.000717
Chr04	63000000	0.000972
Chr04	63250000	0.000955
Chr04	63500000	0.001073
Chr04	63750000	0.001425
Chr04	64000000	0.00117
Chr04	64250000	0.001071
Chr04	64500000	0.000763
Chr04	64750000	0.000667
Chr04	65000000	0.001348
Chr04	65250000	0.001738
Chr04	65500000	0.003137
Chr04	65750000	0.00247
Chr04	66000000	0.002859
Chr04	66250000	0.002469
Chr04	66500000	0.00107
Chr04	66750000	0.001643
Chr04	67000000	0.000815
Chr04	67250000	0.00124
Chr04	67500000	0.001442
Chr04	67750000	0.001482
Chr04	68000000	0.001456
Chr04	68250000	0.001265
Chr04	68500000	0.001285
Chr04	68750000	0.001493
Chr04	69000000	0.001539
Chr04	69250000	0.00185
Chr04	69500000	0.001723
Chr04	69750000	0.000902
Chr04	70000000	0.00064
Chr04	70250000	0.000258
Chr04	70500000	0.000163
Chr04	70750000	0.000424
Chr04	71000000	0.001322
Chr04	71250000	0.001611
Chr04	71500000	0.001744
Chr04	71750000	0.002089
Chr04	72000000	0.001267
Chr04	72250000	0.00115
Chr04	72500000	0.001017
Chr04	72750000	0.000737
Chr04	73000000	0.000923
Chr04	73250000	0.001235
Chr04	73500000	0.002189
Chr04	73750000	0.002415
Chr04	74000000	0.002153
Chr04	74250000	0.001506
Chr04	74500000	0.003787
Chr04	74750000	0.003574
Chr04	75000000	0.003635
Chr04	75250000	0.00413
Chr04	75500000	0.001215
Chr04	75750000	0.0015
Chr04	76000000	0.001439
Chr04	76250000	0.001203
Chr04	76500000	0.000955
Chr04	76750000	0.000559
Chr04	77000000	0.000648
Chr04	77250000	0.000723
Chr04	77500000	0.001416
Chr04	77750000	0.001344
Chr04	78000000	0.001255
Chr04	78250000	0.001209
Chr04	78500000	0.001443
Chr04	78750000	0.002426
Chr04	79000000	0.002798
Chr04	79250000	0.00251
Chr04	79500000	0.00163
Chr04	79750000	0.002089
Chr04	80000000	0.001816
Chr04	80250000	0.003415
Chr04	80500000	0.004265
Chr04	80750000	0.003113
Chr04	81000000	0.003788
Chr04	81250000	0.002189
Chr04	81500000	0.001474
Chr04	81750000	0.002253
Chr04	82000000	0.001767
Chr04	82250000	0.002284
Chr04	82500000	0.00203
Chr04	82750000	0.001408
Chr04	83000000	0.00112
Chr04	83250000	0.000603
Chr04	83500000	0.001123
Chr04	83750000	0.001169
Chr04	84000000	0.001335
Chr04	84250000	0.001791
Chr04	84500000	0.001349
Chr04	84750000	0.001179
Chr04	85000000	0.001072
Chr04	85250000	0.001648
Chr04	85500000	0.001872
Chr04	85750000	0.001595
Chr04	86000000	0.001822
Chr04	86250000	0.00079
Chr04	86500000	0.000661
Chr04	86750000	0.000642
Chr04	87000000	0.000811
Chr04	87250000	0.000867
Chr04	87500000	0.00078
Chr04	87750000	0.000597
Chr04	88000000	0.000368
Chr04	88250000	0.00054
Chr04	88500000	0.000659
Chr04	88750000	0.000882
Chr05	500000	0.000215
Chr05	750000	0.000477
Chr05	1000000	0.002318
Chr05	1250000	0.0024
Chr05	1500000	0.002588
Chr05	1750000	0.002111
Chr05	2000000	0.001401
Chr05	2250000	0.001469
Chr05	2500000	0.001436
Chr05	2750000	0.001436
Chr05	3000000	0.000383
Chr05	3250000	0.000461
Chr05	3500000	0.000306
Chr05	3750000	0.000437
Chr05	4000000	0.000359
Chr05	4250000	0.000131
Chr05	4500000	0.000582
Chr05	4750000	0.000451
Chr05	5000000	0.001051
Chr05	5250000	0.001051
Chr05	5500000	0.000845
Chr05	5750000	0.000894
Chr05	6000000	0.000746
Chr05	6250000	0.000998
Chr05	6500000	0.000753
Chr05	6750000	0.001009
Chr05	7000000	0.000557
Chr05	7250000	0.000617
Chr05	7500000	0.000617
Chr05	7750000	0.000423
Chr05	8000000	0.000632
Chr05	8250000	0.00032
Chr05	8500000	0.001336
Chr05	8750000	0.001225
Chr05	9000000	0.001304
Chr05	9250000	0.001578
Chr05	9500000	0.001024
Chr05	9750000	0.001628
Chr05	10000000	0.001441
Chr05	10250000	0.002131
Chr05	10500000	0.002157
Chr05	10750000	0.001939
Chr05	11000000	0.001838
Chr05	11250000	0.002075
Chr05	11500000	0.001587
Chr05	11750000	0.001201
Chr05	12000000	0.00136
Chr05	12250000	0.000159
Chr05	12500000	0.000159
Chr05	12750000	0.000413
Chr05	13000000	0.000254
Chr05	13250000	0.000305
Chr05	13500000	0.00065
Chr05	13750000	0.000396
Chr05	14000000	0.000838
Chr05	14250000	0.000787
Chr05	14500000	0.000442
Chr05	14750000	0.000575
Chr05	15000000	0.000133
Chr05	15250000	0.000133
Chr05	15500000	0.000407
Chr05	15750000	0.000631
Chr05	16000000	0.000908
Chr05	16250000	0.00109
Chr05	16500000	0.000816
Chr05	16750000	0.001829
Chr05	17000000	0.001633
Chr05	17250000	0.002796
Chr05	17500000	0.003217
Chr05	17750000	0.002841
Chr05	18000000	0.002865
Chr05	18250000	0.001702
Chr05	18500000	0.001551
Chr05	18750000	0.000557
Chr05	19000000	0.000767
Chr05	19250000	0.001339
Chr05	19500000	0.00174
Chr05	19750000	0.00174
Chr05	20000000	0.001425
Chr05	20250000	0.000991
Chr05	20500000	0.00032
Chr05	20750000	0.000924
Chr05	21000000	0.001814
Chr05	21250000	0.001494
Chr05	21500000	0.001637
Chr05	21750000	0.001033
Chr05	22000000	0.000143
Chr05	22250000	0.000424
Chr05	22500000	0.00061
Chr05	22750000	0.000707
Chr05	23000000	0.001839
Chr05	23250000	0.001613
Chr05	23500000	0.002259
Chr05	23750000	0.003088
Chr05	24000000	0.002546
Chr05	24250000	0.002706
Chr05	24500000	0.002293
Chr05	24750000	0.001367
Chr05	25000000	0.001203
Chr05	25250000	0.001189
Chr05	25500000	0.001053
Chr05	25750000	0.001426
Chr05	26000000	0.001242
Chr05	26250000	0.001248
Chr05	26500000	0.001965
Chr05	26750000	0.001706
Chr05	27000000	0.001464
Chr05	27250000	0.001257
Chr05	27500000	0.000114
Chr05	27750000	0.000125
Chr05	28000000	0.000125
Chr05	28250000	0.000125
Chr05	28500000	0.000914
Chr05	28750000	0.002278
Chr05	29000000	0.002729
Chr05	29250000	0.003723
Chr05	29500000	0.003349
Chr05	29750000	0.002343
Chr05	30000000	0.002435
Chr05	30250000	0.001441
Chr05	30500000	0.001496
Chr05	30750000	0.001095
Chr05	31000000	0.000944
Chr05	31250000	0.001637
Chr05	31500000	0.001167
Chr05	31750000	0.001085
Chr05	32000000	0.000853
Chr05	32250000	0.001027
Chr05	32500000	0.001637
Chr05	32750000	0.002193
Chr05	33000000	0.002322
Chr05	33250000	0.001683
Chr05	33500000	0.001073
Chr05	33750000	0.000517
Chr05	34000000	0.000717
Chr05	34250000	0.000606
Chr05	34500000	0.000606
Chr05	34750000	0.001691
Chr05	35000000	0.001429
Chr05	35250000	0.00251
Chr05	35500000	0.003878
Chr05	35750000	0.002904
Chr05	36000000	0.002714
Chr05	36250000	0.001593
Chr05	36500000	0.001164
Chr05	36750000	0.001988
Chr05	37000000	0.002404
Chr05	37250000	0.002826
Chr05	37500000	0.001887
Chr05	37750000	0.001909
Chr05	38000000	0.002678
Chr05	38250000	0.002179
Chr05	38500000	0.002635
Chr05	38750000	0.00235
Chr05	39000000	0.001936
Chr05	39250000	0.002013
Chr05	39500000	0.001657
Chr05	39750000	0.001556
Chr05	40000000	0.000748
Chr05	40250000	0.000671
Chr05	40500000	0.000717
Chr05	40750000	0.000146
Chr05	41000000	0.000203
Chr05	41250000	0.000608
Chr05	41500000	0.000556
Chr05	41750000	0.000556
Chr05	42000000	0.000499
Chr05	42250000	9.4e-05
Chr05	42500000	0.000779
Chr05	42750000	0.002002
Chr05	43000000	0.002262
Chr05	43250000	0.003289
Chr05	43500000	0.00251
Chr05	43750000	0.001287
Chr05	44000000	0.001537
Chr05	44250000	0.000714
Chr05	44500000	0.001719
Chr05	44750000	0.002221
Chr05	45000000	0.001711
Chr05	45250000	0.001851
Chr05	45500000	0.000932
Chr05	45750000	0.001172
Chr05	46000000	0.001172
Chr05	46250000	0.001221
Chr05	46500000	0.002466
Chr05	46750000	0.001833
Chr05	47000000	0.002397
Chr05	47250000	0.002825
Chr05	47500000	0.001494
Chr05	47750000	0.001521
Chr05	48000000	0.001119
Chr05	48250000	0.000298
Chr05	48500000	0.000298
Chr05	48750000	0.000458
Chr05	49000000	0.000378
Chr05	49250000	0.0007
Chr05	49500000	0.001036
Chr05	49750000	0.001175
Chr05	50000000	0.002781
Chr05	50250000	0.002902
Chr05	50500000	0.00271
Chr05	50750000	0.002275
Chr05	51000000	0.000829
Chr05	51250000	0.000628
Chr05	51500000	0.000546
Chr05	51750000	0.000762
Chr05	52000000	0.0014
Chr05	52250000	0.001158
Chr05	52500000	0.001175
Chr05	52750000	0.001159
Chr05	53000000	0.00038
Chr05	53250000	0.00038
Chr05	53500000	0.000301
Chr05	53750000	0.000101
Chr05	54000000	0.000293
Chr05	54250000	0.000293
Chr05	54500000	0.000293
Chr05	54750000	0.000482
Chr05	55000000	0.000602
Chr05	55250000	0.000602
Chr05	55500000	0.000602
Chr05	55750000	0.001388
Chr05	56000000	0.001132
Chr05	56250000	0.001667
Chr05	56500000	0.001667
Chr05	56750000	0.000692
Chr05	57000000	0.000983
Chr05	57250000	0.001081
Chr05	57500000	0.001081
Chr05	57750000	0.001081
Chr05	58000000	0.000888
Chr05	58250000	0.000351
Chr05	58500000	0.000838
Chr05	58750000	0.000981
Chr05	59000000	0.001742
Chr05	59250000	0.002071
Chr05	59500000	0.002859
Chr05	59750000	0.002762
Chr05	60000000	0.001746
Chr05	60250000	0.001321
Chr05	60500000	0.000138
Chr05	60750000	0.000147
Chr05	61000000	0.000694
Chr05	61250000	0.001127
Chr05	61500000	0.001035
Chr05	61750000	0.00098
Chr05	62000000	0.000805
Chr05	62250000	0.000433
Chr05	62500000	0.000433
Chr05	62750000	0.000537
Chr05	63000000	0.000417
Chr05	63250000	0.000704
Chr05	63500000	0.001178
Chr05	63750000	0.001187
Chr05	64000000	0.002021
Chr05	64250000	0.002143
Chr05	64500000	0.001794
Chr05	64750000	0.002505
Chr05	65000000	0.001918
Chr05	65250000	0.002299
Chr05	65500000	0.002379
Chr05	65750000	0.001772
Chr05	66000000	0.001273
Chr05	66250000	0.00172
Chr05	66500000	0.002054
Chr05	66750000	0.002274
Chr05	67000000	0.002693
Chr05	67250000	0.001801
Chr05	67500000	0.001262
Chr05	67750000	0.001243
Chr05	68000000	0.001333
Chr05	68250000	0.001486
Chr05	68500000	0.001555
Chr05	68750000	0.001137
Chr05	69000000	0.001151
Chr05	69250000	0.00076
Chr05	69500000	0.001391
Chr05	69750000	0.001391
Chr05	70000000	0.001143
Chr05	70250000	0.001139
Chr05	70500000	0.000883
Chr05	70750000	0.001117
Chr05	71000000	0.000842
Chr05	71250000	0.001015
Chr05	71500000	0.000758
Chr05	71750000	0.000725
Chr05	72000000	0.001345
Chr05	72250000	0.002185
Chr05	72500000	0.003101
Chr05	72750000	0.003175
Chr05	73000000	0.002555
Chr05	73250000	0.001378
Chr05	73500000	0.000518
Chr05	73750000	0.000327
Chr05	74000000	0.000758
Chr05	74250000	0.001613
Chr05	74500000	0.001468
Chr05	74750000	0.001526
Chr05	75000000	0.001095
Chr05	75250000	0.00024
Chr05	75500000	0.000142
Chr05	75750000	0.00045
Chr05	76000000	0.001183
Chr05	76250000	0.002019
Chr05	76500000	0.002019
Chr05	76750000	0.001659
Chr05	77000000	0.001814
Chr05	77250000	0.000978
Chr05	77500000	0.001199
Chr05	77750000	0.001302
Chr05	78000000	0.000414
Chr05	78250000	0.000544
Chr05	78500000	0.000323
Chr05	78750000	0.00023
Chr05	79000000	0.00028
Chr05	79250000	0.000709
Chr05	79500000	0.001145
Chr05	79750000	0.001418
Chr05	80000000	0.001532
Chr05	80250000	0.001376
Chr05	80500000	0.00141
Chr05	80750000	0.001037
Chr05	81000000	0.001124
Chr05	81250000	0.001057
Chr05	81500000	0.000587
Chr05	81750000	0.000878
Chr05	82000000	0.001382
Chr05	82250000	0.001147
Chr05	82500000	0.001147
Chr05	82750000	0.00106
Chr05	83000000	0.000697
Chr05	83250000	0.000596
Chr05	83500000	0.001224
Chr05	83750000	0.001248
Chr05	84000000	0.002031
Chr05	84250000	0.002031
Chr05	84500000	0.001403
Chr05	84750000	0.001175
Chr05	85000000	4.7e-05
Chr05	85250000	4.7e-05
Chr05	85500000	0.000289
Chr05	85750000	0.001229
Chr05	86000000	0.001182
Chr05	86250000	0.001349
Chr05	86500000	0.001953
Chr05	86750000	0.002704
Chr05	87000000	0.00277
Chr05	87250000	0.002603
Chr05	87500000	0.001757
Chr05	87750000	0.000278
Chr05	88000000	0.000212
Chr06	500000	0.000886
Chr06	750000	0.001842
Chr06	1000000	0.001309
Chr06	1250000	0.001399
Chr06	1500000	0.001399
Chr06	1750000	0.000448
Chr06	2000000	0.000426
Chr06	2250000	0.001383
Chr06	2500000	0.001779
Chr06	2750000	0.002261
Chr06	3000000	0.00201
Chr06	3250000	0.001189
Chr06	3500000	0.000793
Chr06	3750000	0.000435
Chr06	4000000	0.001142
Chr06	4250000	0.001385
Chr06	4500000	0.001504
Chr06	4750000	0.001768
Chr06	5000000	0.001581
Chr06	5250000	0.001849
Chr06	5500000	0.002174
Chr06	5750000	0.001793
Chr06	6000000	0.001465
Chr06	6250000	0.001358
Chr06	6500000	0.001444
Chr06	6750000	0.003102
Chr06	7000000	0.003512
Chr06	7250000	0.003707
Chr06	7500000	0.003177
Chr06	7750000	0.003263
Chr06	8000000	0.002748
Chr06	8250000	0.00473
Chr06	8500000	0.005005
Chr06	8750000	0.004343
Chr06	9000000	0.004552
Chr06	9250000	0.001745
Chr06	9500000	0.00147
Chr06	9750000	0.000822
Chr06	10000000	0.000526
Chr06	10250000	0.000526
Chr06	10500000	0.000862
Chr06	10750000	0.001269
Chr06	11000000	0.001269
Chr06	11250000	0.001269
Chr06	11500000	0.002626
Chr06	11750000	0.001775
Chr06	12000000	0.002186
Chr06	12250000	0.002503
Chr06	12500000	0.001096
Chr06	12750000	0.001113
Chr06	13000000	0.000781
Chr06	13250000	0.001643
Chr06	13500000	0.001739
Chr06	13750000	0.001998
Chr06	14000000	0.00255
Chr06	14250000	0.001487
Chr06	14500000	0.001505
Chr06	14750000	0.001591
Chr06	15000000	0.001178
Chr06	15250000	0.001644
Chr06	15500000	0.001244
Chr06	15750000	0.0008
Chr06	16000000	0.000582
Chr06	16250000	0.001225
Chr06	16500000	0.001361
Chr06	16750000	0.002169
Chr06	17000000	0.002348
Chr06	17250000	0.002199
Chr06	17500000	0.002099
Chr06	17750000	0.001533
Chr06	18000000	0.001454
Chr06	18250000	0.000378
Chr06	18500000	0.000831
Chr06	18750000	0.000589
Chr06	19000000	0.001278
Chr06	19250000	0.001737
Chr06	19500000	0.002028
Chr06	19750000	0.002408
Chr06	20000000	0.001619
Chr06	20250000	0.034664
Chr06	20500000	0.074315
Chr06	20750000	0.073935
Chr06	21000000	0.073935
Chr06	21250000	0.040431
Chr06	21500000	0
Chr06	21750000	0
Chr06	22000000	0
Chr06	22250000	0
Chr06	22500000	0
Chr06	22750000	0
Chr06	23000000	0
Chr06	23250000	0
Chr06	23500000	0
Chr06	23750000	0.001332
Chr06	24000000	0.001781
Chr06	24250000	0.002265
Chr06	24500000	0.002509
Chr06	24750000	0.001592
Chr06	25000000	0.001385
Chr06	25250000	0.002432
Chr06	25500000	0.002188
Chr06	25750000	0.002796
Chr06	26000000	0.002741
Chr06	26250000	0.001315
Chr06	26500000	0.001315
Chr06	26750000	0.000476
Chr06	27000000	0.00342
Chr06	27250000	0.003961
Chr06	27500000	0.004262
Chr06	27750000	0.005333
Chr06	28000000	0.002342
Chr06	28250000	0.00204
Chr06	28500000	0.001842
Chr06	28750000	0.000587
Chr06	29000000	0.00083
Chr06	29250000	0.000486
Chr06	29500000	0.000844
Chr06	29750000	0.000844
Chr06	30000000	0.000761
Chr06	30250000	0.00107
Chr06	30500000	0.000609
Chr06	30750000	0.000609
Chr06	31000000	0.000309
Chr06	31250000	0
Chr06	31500000	0
Chr06	31750000	0
Chr06	32000000	0
Chr06	32250000	0
Chr06	32500000	0
Chr06	32750000	0
Chr06	33000000	0
Chr06	33250000	0.00043
Chr06	33500000	0.000471
Chr06	33750000	0.001468
Chr06	34000000	0.001672
Chr06	34250000	0.001514
Chr06	34500000	0.001834
